comment_text,author,likes,published_at,channel_id,reply_count
Possibly and hopefully might be the next best thing after deadpool and wolverine 🤞🫶,@fieldvegeta,0,2025-02-09 01:33:14+00:00,UCB7wpUClGgwvPBUuzcQLsyQ,0
"Wow, ppl forget so much easly. Internet is sad sometimes",@tarnishedluis,0,2025-02-09 02:29:57+00:00,UCP6nalkI6_euID40ru5TYog,0
I think this movie will be come a promotion of minecraft,@BUSSIDGAMING2,0,2025-02-09 08:57:03+00:00,UCd14xSCrZbImvlRgCVvchFA,0
now we can understand more in end dialogue if we sees it,@superlazy6965,0,2025-02-09 10:42:56+00:00,UCFHV-fEQWof2XSJ8sTPquCg,0
I like it but a tip don’t make it sort of humany…,@jessicamonsod4782,0,2025-02-09 11:51:33+00:00,UCD-58Xq6rV9QTPJuzl8Afnw,0
Everybody in my hood knows this movie trailer was awful. Nice looking animation? Yes. But the jokes fell flat. I'll pass.,@insidemonthly,0,2025-02-09 12:22:11+00:00,UC-uJ01aavywRHOwmCpUCLgg,0
"Wait, weren't we expecting the movie to be live action anyway? With all the concept trailers?",@haroldcompton1266,1,2025-02-09 13:46:27+00:00,UC9CPaYXqWlw7bL94431nR4w,0
i will sue warner brothers if they dont add the ENTIE minecraft sound track in this movie lol,@relishgood,0,2025-02-09 16:26:27+00:00,UCKJJzwSqaak_-jSBRi2T0zA,0
Them working in a “children yearn for the mines” joke is so fcking funny to me,@Ebolarama5000,0,2025-02-09 18:21:06+00:00,UCJdtqbFwij03MrfP71cO2aQ,0
"I just have a feeling in the end everyone will be back in the normal world and Steve will be reunited with his parents, it's just this bizarre feeling or sixth sense",@AidenOarsi-oi5ji,0,2025-02-09 20:25:35+00:00,UClIy5qosWjK8-ysb_gTymiw,0
"Say what you will about this, but that Iron Golem looks incredible.",@superjesse645,0,2025-02-09 20:28:27+00:00,UCudvvi2hUpo-d7owKEYlSmA,0
"Bro when this popped up in the theater I was in I was busting out laughing when he said 
“I 

AM STEVE”",@Momazosdiegosquidward,0,2025-02-09 22:17:25+00:00,UCHdz5tJV5NRh-c_e3UQ4VIQ,0
They’re totally gonna say “lets kick it up a *notch”*,@greenberrygk,81,2025-02-09 23:01:03+00:00,UCnAxTMwxMIWLbum0CPddlGg,3
If you are wondering what the song it is Time To Pretend by MGMT,@airier-spider,0,2025-02-10 01:42:21+00:00,UCrt7PcyrevK5dLKwVWyA-XA,0
“As a child I yearned for the mines” ANIMAL COMPANYYY,@TDB_gt,0,2025-02-10 02:47:49+00:00,UC_HrAURKRPtI2RAcy2ziA3w,0
I have a feeling an enderman is only gonna have 10 seconds of screentime,@slugkat,0,2025-02-10 08:45:51+00:00,UCC8kH0yam8K1BTgPzwYlpxQ,0
"Hahahahaha, they actually used ""yearn for the mines in the trailer"". They're not even hiding that this movie's just ""Plunk Your Obsessed Kids Down and Zone Out for Ninety Minutes""",@tccedwards76,0,2025-02-10 09:00:52+00:00,UC2uPRX46WVk1BsMEB8tWuag,0
"For N id draft 

PG- Nate Archibald
SG- Nick Van Exel
SF- Normal Powell
PF- Nate Thurmond
C- Nikola Jokic",@NerpXD,1,2025-02-10 10:19:01+00:00,UCdPpGgaJosV-YArIRCUnLdA,0
Chicken farm in movie is so evil the lava on chicken 😭 ✋,@noah_2361,0,2025-02-10 12:31:22+00:00,UC2TlXm_P7ho2ryYlhw9-Lpg,0
"The saving grace for this movie?

Answer: At least it isn't 2025 Snow White.",@Darthinian,0,2025-02-10 12:46:56+00:00,UC4HJaNnl2kpPQNZnz55CLCg,0
"You can't just copyright claim C418's music without owning it.
I hate WB now",@haloplayzlol,46,2025-02-10 16:43:55+00:00,UCBQluvFgYHepfOdyvxkawLw,11
Hey maybe don't copyright strike youtubers for music you don't even own. This movie was mojang's worst idea,@WaywardGolemCrew,29,2025-02-10 17:43:26+00:00,UCaMsjy8KfbSU3_5Bw-6XIqQ,1
Problem is that they are trying to claim the music from the game which they don't own,@darknovadragon0923,54,2025-02-10 17:50:31+00:00,UCEqJRiPgLjhsjgwFqfibyDA,2
"movie isnt even out and its already shown to problematic for the community, copy right claiming minecraft music",@rhysthecreator4065,11,2025-02-10 18:23:09+00:00,UCavyIDS7LJiGjLsUSO6Bvyg,0
"Warner Bros is now claiming ownership of C418's music and copystriking people. 
YAY!",@AidenOcelot,883,2025-02-10 18:44:29+00:00,UCUI16Q1q4V1Xqf2LEGqyieQ,8
How about you stop copyright striking people that make way better content than you ?,@MrSwiiftgaming,25,2025-02-10 19:26:47+00:00,UClSHXOlk2JF9_JutD7EZH3A,1
Give us C418 music back! You cant just copyright it.,@naturelist,18,2025-02-10 20:02:48+00:00,UCF1y0c-0DF8plz65Ure25VA,1
1:21: *THAT* is how roast chicken is made in Minecraft?,@MyDayAstonTheMuppetsFan,0,2025-02-10 20:11:03+00:00,UCmUAG89QxJTCTWpXtBbyX3g,0
Hay WB! You dont own the music made by C418! Dont you know its a bad idea to strike people for posting videos of the game your film is based on? All your doing to annoying the very people you want to come see your film.,@christhompson8003,25,2025-02-10 20:39:09+00:00,UCmLZ1q3GYGMnctDxy0H02cA,0
"fck warner for copyright claiming people for music, that warner doesn't even own. c418's music is copy-right-free.",@ichmagskyrr,12,2025-02-10 21:07:41+00:00,UCpf0yUUPDQWCXiuXySm5rZw,0
STOP COPYWRITING C418'S MUSIC ON OTHER PEOPLES' YOUTUBE VIDEOS. YOU DON'T OWN THAT MUSIC.,@evan9853,70,2025-02-10 21:31:11+00:00,UCOKvRcp1EcPeaXpPGizo3sA,10
My son is gonna lose his mind over this lol,@Rennysnipes,0,2025-02-10 21:37:53+00:00,UCOLf6kmhZDfg2yEyaezSFkA,0
"C418's music is not yours and is copyright free, you cannot keep on taking down peoples videos for use of the music, and you most definitely can not take down videos that are fan made with no copyright infringement!",@PIXELAPPS223,350,2025-02-10 23:46:16+00:00,UCLDvudx42KYbJFcJU9vfG_Q,21
"I had faith in this movie. Keyword: HAD. Because now you blew that faith off by copywriting music YOU NEVER CREATED. Perhaps the mindset induced by Generative AI of 'stealing is ok' has poisoned you so much that you're claiming C418's songs while he outright refuses any copywriting from Microsoft or any other companies.

Shame on you Warner Chappel. Shame on you Warner Brothers.

May this move flop harder than Snow White.",@mearii5876,11,2025-02-11 00:26:07+00:00,UCqirI0OWFX3mR7iC2HZ57ig,0
Dude stop copystriking youtuber for using music you don't even own😂 that's literally illegal. Warner is the worst thing ever next to this mistake,@hakumen9149,16,2025-02-11 00:47:44+00:00,UCxNgPh5SbyMgrYUrXZLMlWA,2
I'm currently writing an emotional letter of apology to Minecraft story mode. Forgive me.,@Rasim9898,3,2025-02-11 02:44:53+00:00,UCCm6HXnA82H8otGLJgWezYw,0
I went through the 7 stages of grief in one minute and twenty seconds.,@Rasim9898,2,2025-02-11 02:50:54+00:00,UCCm6HXnA82H8otGLJgWezYw,0
"You cannot copyright a song you didn't make or own, it's free use, just cause you're making a movie doesn't mean you own it",@TheMythicalBurrito,50,2025-02-11 03:05:05+00:00,UCvk2qngpwXlvUNGS00BOL8g,0
They really just gave an blue shirt to Jack Black and called him Steve.,@Rasim9898,3,2025-02-11 03:09:05+00:00,UCCm6HXnA82H8otGLJgWezYw,0
you retards remove your so called copyright strikes from c418s music like tf dude u dont own the music u fukers,@ReV_snughug,13,2025-02-11 03:48:30+00:00,UCxEP-dB4y2nCTkvA5VRRFRA,0
"Hey, actually C418 actually still has rights to the music that you're using in the movie. Not Microsoft. They couldn't sell you the rights, and as a result you cannot claim ownership of the song and copyright strike people who use it. Only C418 legally holds the right to do so. Not like you care though.",@SalamiCat101,315,2025-02-11 07:31:09+00:00,UC2cUikDOTVSixM74GJzqD_g,9
you do NOT own the rights to minecraft music lil bro 😭😭,@etherful,23,2025-02-11 09:01:41+00:00,UC5s6Qe3rzPqlKWL6AXSo-2A,1
Jesus. It looks so bad and cringe it may actually be alright 😂😂,@aeureus,1,2025-02-11 10:13:58+00:00,UC1LcXCyPW7xaZlU2T3Egy9w,0
"""You weren't supposed to be a hero, Brian!""

*Brian starts levitating*

""Its time I get a bit more... Creative. Let's take this up a Notch.""",@daminquet12,3,2025-02-11 11:15:24+00:00,UCKUuzLVCPT-O9CRXIkf4rKQ,0
Mujang studio plz  chenge the character this movie is best movie but this movie character is very cringe vote for change the character 😢,@Balak-f5e,3,2025-02-11 12:17:16+00:00,UCRUP_ZYdO2wLAwoX1Ll_OTA,0
"If they put a pig with a crown there, i’d be interested.",@CanadianTrainProductions2013,1,2025-02-11 12:19:05+00:00,UC2KaxjSIZtf68YAFonRVZyA,0
"1st trailer: disgusting
2nd trailer: now we understands why steve it's an old man",@TSGM90YT,1,2025-02-11 13:56:39+00:00,UCb3Qgk_-nXffA73Ss2KkD4w,0
"Lil bro thinks hes apart of the team, you can NOT be copyrighting minecraft music when you dont even own it",@Littleface72,18,2025-02-11 14:19:13+00:00,UCttkvbfCOyRQQYIuNqEVd7A,0
I’m definitely pirating this now that your claiming music that isn’t yours.,@ProtocolAbyss,7,2025-02-11 17:20:30+00:00,UCBcirmtIXj7OY94NC0-LUIg,0
i swear the ending credits song is gonna be creeper oh man,@ijustshovedanukeupmypusspuss,1,2025-02-11 17:44:33+00:00,UC5BFT5CyqzSvk8aAUT7eHzw,0
For some reason I want Matt Damon in this. Hoping he has a secret cameo like he did in Interstellar 🤞,@jcrobot,1,2025-02-11 19:19:20+00:00,UCOyYNtNiiXsYfg_jqKisRuA,0
Stop copyrighting  c418’s music which is NOT owned by you or your right to claim,@NitraPunkie,56,2025-02-11 19:56:23+00:00,UCDGDPnomj9iJr4cGI6CHFzA,0
Why do all of the comments have so many likes?,@PrincessPinkyChan,1,2025-02-11 22:08:19+00:00,UCwN4-IS48Hjbvu9WpFn4X8A,0
Why are you copyright striking people using C418's music? It's not yours. I'm going to torrent share your movie everywhere. Jerks.,@rubikmonat6589,21,2025-02-11 23:11:07+00:00,UC-wDvCJ3yDFvX9xOTTbhRNg,2
ya vi el trailer 200 veces y sigue siendo sorprendente estoy esperando el tercer trailer aun,@BrendRivera-t6r,0,2025-02-11 23:39:29+00:00,UCp22V7SDomvIncrGzCk51TA,0
stop copey riteing youtubers for using minecraft sogs C410 left mojag so piple code use his sogs,@GinnyBenjaminCaminari,8,2025-02-11 23:40:43+00:00,UCvzRja_z29codESkwPmbn5g,3
Who tf gave you the right to copyright a block song that you dont own?,@Alonzo910,13,2025-02-11 23:51:24+00:00,UCqwSkrfh8fycRs3R_0R4kdQ,0
and it turns out to be an april fools joke,@baitsforyou,1,2025-02-12 08:22:04+00:00,UCSmRXxBKGBmIUbpBs5gP1Xw,0
I hope there’s more comments like this but you cant copyright Minecraft music as its creator says the music is copyright free for everyone to enjoy and copyrighting it looks to be illegal or something,@RichardCoffey-qc8rt,9,2025-02-12 09:19:04+00:00,UCAo833mRbDRUPD3kCMZ8TFg,1
"bro this company thinks they own minecraft music, hella disrespectful to the community you are making your movie based on",@Twinkies_ZA,2,2025-02-12 12:18:56+00:00,UC0w9katPI3DQ7WlTdvoN3LQ,0
"WB thought they own C418 music when it's older than their about to be flopped garbage movie. Do better as a corpo, don't let greed consume you inside.",@LiberioLeonaibert,1,2025-02-12 13:36:38+00:00,UCmAi7k0laTZQ0rlfRs0rCPQ,0
Warners Bros: “We don’t get enough hate! Quick! Do something!”,@artmanses,9,2025-02-12 16:01:53+00:00,UCCmrmtAd1PZQNmsYQHxZ69g,0
"Funny very early april fools warner brothers, show us the real trailer.",@cozmiccozmogamin8907,0,2025-02-12 16:41:04+00:00,UCqIDpD0rU1Jp8TQ0IVRtavQ,0
"2:24 Favorite small detail has to be this one right here. 

God I am so hyped for this movie. Idc what other people say about it, it looks (even visually) amazing",@jackslaven-hahn2959,0,2025-02-12 17:16:38+00:00,UCJ607ru_sozt9vSP2KRM1Rw,0
Bro I'm an massive fan of Minecraft I play it every day I just wanna see em riding an elytra bro,@Shortkid-t1s,0,2025-02-12 17:23:04+00:00,UCQYBd7sY_157ogAfesra0KQ,0
I mean to me it’s not that bad 😭 i wouldn’t mind watching it at all❤,@RoyaleBryYT,0,2025-02-12 18:50:21+00:00,UCgjjeQnFvzcMlvOM5XD66iQ,0
Can't believe they didn't include aria math in the trailer and or the movie,@Dxrk-500Thunder,1,2025-02-12 21:18:20+00:00,UCEWO-8piw50JTm2sy5Shzxg,0
"There are two things I would love to see but know aren’t going to be in the movie. I’m still going to be disappointed when they aren’t tho
1:
*steve puts a disc in the jukebox*
*terraria music plays*
“NOPE, nope nope nope wrong music y’all.”
*punches vigorously until Minecraft music plays*
2: a cameo from one of the YouTubers like they did in story mode, or even just an orange cat next to a squid somewhere",@SpaghettiJoseph,1,2025-02-12 22:49:05+00:00,UC20JxS8fFAszFi9Y5sKbaeg,1
"Copyrightclaiming the minecraft music that's specifically said by C418 to be free to use. Doesn't get much more greedy than that. Never paying for a Warner bros movie again, time to sail the high seas.",@ZÏ̇̃,2,2025-02-13 00:05:40+00:00,UCT5qpTsq3HmsbGv7naUcXlw,0
jack black must've been held at gunpoint to be in this,@YoungMasterJedi,0,2025-02-13 00:41:45+00:00,UCtO7vct8XgQaYuYKoo56Csg,0
"Meh if Nintendo ever decides to give Metroid a new adaptation someday, I hope they just settle for a new comic book series.",@robertkenny1201,1,2025-02-13 05:13:42+00:00,UCRxyFaxO3uTMMGW1MK5nBNw,0
"1:32 the ""Minecraftia"" font is easy to spot because the ""t"" has a horizontal bar raised one pixel above, also, what happened to the ""k""?",@CoolrashMarioEXE,1,2025-02-13 05:24:10+00:00,UCkQT5sngDuWHjwWGSxUziHA,0
I rather watch a documentary oh how Minecraft became an idea.,@MTD44X44,0,2025-02-13 10:08:38+00:00,UC5-E2YV2JDKVRXFzvuzf6Qw,0
boycott this movie until Warner stops illegally copyright claiming Minecraft content creators over music that does not belong to Warner.,@Xastabus,3,2025-02-13 13:44:49+00:00,UCtiLPGehSurpWqI3lXS4qnQ,0
"I was originally looking forward to this movie but after they begun illegally claiming ownership of C418's music, i hope this flops hard.",@joshuasteer4891,0,2025-02-13 16:00:38+00:00,UCICLDgGnbfcpaopKDhLSqOQ,0
is he has a cd on the head ? :D,@RabCS2,0,2025-02-13 16:05:20+00:00,UCMSlja8qnP2zb1XYPfmVkNw,0
I doubt this movie will have them go to the Ender Dragon but that's ok this is an Open Sandbox Game how can you make a Movie about that? you just can't!,@TheSegacampGamerandWerecamp,0,2025-02-13 16:29:51+00:00,UCilWlLRepWVljLogmHyBETQ,0
"I feel like they put low effort into making them feel like theyre in the world and not on a stage. Im hoping its better in the actual release. The green screen is way too obvious and ruins immersion for me. The characters shouldve been animated the same way the rest of the world is. We turn blocky when we go to the overworld, they should have too.",@Nubberslaw,0,2025-02-13 16:40:10+00:00,UCs53o6EkjrMTARAFR6XpWDw,0
Warner Bros: We made the Minecraft Movie! Now we own C418's music! Right...?!,@lenguyenkhoi913,0,2025-02-13 17:19:03+00:00,UCdD8Lz_ZyRqC7-GyODpdtGQ,0
Why do so many trailers use this song? Its getting so old.,@PlotlinePlus,4,2025-02-13 19:44:09+00:00,UCG1iDRzOIyuE4K9AZrAh-kg,0
"So, they didn't take cues from the Lego Movie and actually use anything people love about it.",@bridgecross,1,2025-02-13 21:31:55+00:00,UCyKwmgdUdbCq-YLCxGLXS5g,0
"I know the art style received a lot of hate, but I genuinely think this looks really great and I love the movie and live action take! The trailer made me LOL. Super excited to see it in theaters!",@TimoKFilms,1,2025-02-13 22:34:19+00:00,UC_qPYt3n1MrBuvMrxWhUdLw,0
"Being a Minecraft player and fan, I’m excited for this movie and terrified all at the same time🤣it’s very cringe, and I know there’s only so much they can do, with everything being square/cubed, but I feel like they still could have made it less cringe🤣 I’m gonna keep my hopes and expectations low but I am secretly excited",@OpheliaHart2001,0,2025-02-14 00:45:12+00:00,UCT8aw_BNYIaaGcQif3lm8jQ,0
"I looked up ""sonic the hedgehog original trailer"" and this showed up.",@PurooRoy,1,2025-02-14 08:26:56+00:00,UC3aMnSkCkSBGBjg-hQa29iQ,0
"Making minecraft hyper realistic is a mistake.... Literally no one wants that... 
And having normal looking people in the Minecraft squared world completely takes you out of the immersion. I will admit, I'm still going to watch the movie. But expectations are way low, this was such a missed opportunity..",@ii-vadersfist-ii501st3,1,2025-02-14 10:16:24+00:00,UC30pzlkL2C2rL4WnDp6YqOQ,0
Don't worry they can't possibly make it look even worse............,@1serious0mfr,0,2025-02-14 12:50:06+00:00,UCpyuKNbHIvyzrOLwKn5wObA,0
Ah yes how about you DONT USE C418's MUSIC AND COPY RIGHT CLAIM EVERY ONE ELSE WHO USES IT. YOU DONT OWN THE MUSIC,@Stiderspace,2,2025-02-14 14:45:15+00:00,UC6QXAoAbi-TuSbflUjJrPBQ,0
Ok this movie is so so so cool and I'm happy Steve,@MedKampala,1,2025-02-14 15:11:49+00:00,UC3kdydPLJc6IRppI0vmpoMA,0
No this is great they should have the far lands,@Locoaáll,0,2025-02-14 15:55:11+00:00,UCWgRMMlHSwC_jSO7gadL-JQ,0
the minecraft movie is two days after my birthday :),@avacaiii,0,2025-02-14 17:42:12+00:00,UCnqnePWe83f5wb2INHF8BBg,0
2:11 I thought he was going to say don’t mine at night,@Doom_minion,1,2025-02-14 22:24:38+00:00,UCzQD8NX0HHudzytWC7pUFHw,0
"“As a child I yearned for the mines.”

Haven’t we all?",@dabort,0,2025-02-14 22:52:38+00:00,UCYVhAXjInVZR_Lw5vtZicjQ,0
cant wait to pirate the film just like you did with C418s music,@Mizai,1,2025-02-14 23:09:54+00:00,UCJGZ01iiHimUFWYZNaThF7g,0
"Why not animated movie, and Steve is fatso?. This is horror movie instead of family movie. YouTuber making better version of Minecraft movie than this big Hollywood company.",@lilbehemoth777,1,2025-02-15 04:38:43+00:00,UCFw091TVtx9QL3tdl6J7L2Q,0
"Haan haan, maine bhi kuch paisa jeeta tha 4rabet pe, bahut maza aaya",@BlancaGaskins,0,2025-02-15 05:01:33+00:00,UC87AH1cFVSlaGkxckuVJTow,0
4ra ke community events bhi bahut awesome hote hain  hum sab mil ke enjoy karte hain,@DarlaMyers-f6e,0,2025-02-15 05:01:36+00:00,UCY2uveXnqnq7s5KqVaShstg,0
Kitni baar 4RA pe khelte khelte itni mast yaadein ban gayi hain,@ValarieCrespo,0,2025-02-15 05:01:47+00:00,UC1WBV2YPxo9OzVQn1hBGfJQ,0
"ryder:main boy
po=(kung fu panda) as Steve (vocie actor refrence)",@matthewselby4524,0,2025-02-15 09:28:39+00:00,UC-PGdUAGTA3y1gR-DxEN0PQ,0
"Why do you startle the consoomer with worry and concern, just to make them excited a few months later.  Is this the ""Sonic movie"" tactic?",@armin6427,0,2025-02-15 11:42:59+00:00,UC3Bfl9nFz2rfxcPb7Smz9Fg,0
It kind of grows on you.... like a mold. 😂Looks good though.,@bobbie7056,1,2025-02-15 13:12:24+00:00,UCmzUf6qNszD0O_PordH2A1w,0
"OH MY GOSH I DIDN'T REALIZE THIS WAS WHERE THE ""I am steve."" CAME FROM?!",@s1gma-b0yskibidi,0,2025-02-15 13:48:00+00:00,UCysQJo6c6foOPSiMeohGxQA,0
"Easter Egg: There's a wandering trader in the background.
Edit: Also, I don't like the design. It could've been animated. Everything else is awesome.",@Akudo-z1s,1,2025-02-15 13:59:28+00:00,UC9ImsbO4Kaw1Z-hKZ7e4ozA,0
"as a child i yearned for the mines.
ok its good",@bofeyofficial,0,2025-02-15 14:52:30+00:00,UC_3dKUDbYbxYIPLT4KkN0xg,0
"Minecraft: The Trilogy

Minecraft: First Night – Survive. Build. Discover.
A lone survivor awakens in an empty, pixelated world with no memory. With only his wits, he must gather resources, craft tools, and learn to survive the terrors of night. Each day, he builds, farms, and fights, discovering ruins and cryptic artifacts that hint at a greater mystery. On the seventh night, he uncovers an ancient portal. As he steps through, he is swallowed by fire and darkness—cut to black.

Minecraft: Nether Again – Trapped in a world of fire.
Steve is stranded in the Nether, a nightmarish realm of lava, monsters, and endless danger. With no way back, he must learn new survival tactics, battle terrifying foes, and forge alliances with the strange inhabitants. Deep within a fortress, he discovers a lost tome revealing the existence of The End. Narrowly escaping, he emerges in a vast desert, stumbling upon ancient ruins, treasure, and artifacts that hold the key to his ultimate journey. After a perilous trek home, he pieces together the clues—his adventure is far from over.

Minecraft: The End? – The Final Battle Begins.
Determined to unravel the mystery, Steve follows the Eyes of Ender across the land, facing treacherous landscapes and deadly enemies. His journey leads him to a hidden Stronghold, where he battles through dark corridors and swarms of Silverfish before unlocking the End Portal. Stepping through, he finds himself in a floating void—the End. There, he faces his greatest challenge yet: the Ender Dragon. In a climactic battle of skill and strategy, he fights for survival, delivering the final blow. As he steps back through the portal, triumphant yet forever changed, the screen fades to black.

This trilogy captures the essence of Minecraft, transforming the player's journey into an epic cinematic adventure of survival, exploration, and destiny.",@alecpitts6843,0,2025-02-15 15:51:27+00:00,UCtTaE1v3bPOLmbkSSwJj4Gw,1
Stop copyright striking content creators for music you do not own!!!,@claytonhouser7578,2,2025-02-15 18:47:31+00:00,UCzNOKNTkZgMEEzno9qJczsA,0
Yo no tengo brazos pero no hace falta solo un cabezazo con eso ya me basta llamame pirómano el que todo lo debasta no seria tu amigo ni aunque me pagarán pasta no hay nada que parezca trompa te van a caer meteoritos como bomba eso qué vuela no se llama avion eso que vuela es un zombie volador la batalla ya a empezado en un mundo muy cuadrado Creepers y zombies a linea de fuego donde sangre derramó 🗣️🗣️🗣️🗣️,@JuanYanez-bt5dy,0,2025-02-15 20:52:59+00:00,UCRcAxGtjb_McPdbZw3byggA,0
"This is way better than the initial trailer and something I will watch BUT STOP SUBMITTING FALSE COPYRIGHT INFRINGEMENTS AGAINST YOUTUBERS.
LICENSING DOESN'T MEAN YOU OWN THE MUSIC",@SgtBl4de,2,2025-02-15 22:07:03+00:00,UCyio5R1_WxFgXaptIcNxjQg,0
"If ""Alpha"" -C418 doesn't start playing in the end credits, I ain't watching ts",@VictorTRG,0,2025-02-15 22:22:07+00:00,UCWhyQfapLgeMcgYg3WFeSMw,0
"Oh no, Jack, the woke, Black stars in this film. Is his character going to identify as a 27 year old Mongolian yellow and brown colored coffee mug?",@THExSHERIFF,1,2025-02-15 22:57:00+00:00,UCI2qrs-WDYV4f7JqiZNmj2g,0
That would actually be cool if that orb that opened the portal to the minecraft universe was a real thing but the only downside is those people in the trailer only have access to the survival mode system and they didnt have creative mode access,@Bombiedude.,0,2025-02-15 23:10:20+00:00,UCegtFyUpuyTmfouG0rIbndA,0
This place makes no sense don't i know it there are dark forces who want to destroy this world you want to stop him we need to create something amazing let's go to the stars seasonal station where we can do,@mooodigitalproduction9640,0,2025-02-16 01:02:16+00:00,UCEDxLVP5S41T-dOqRoRLiRw,0
HOW DARE YOU TRY TO COPY RIGHT CLAIM MUSIC THAT YOU DON'T EVEN OWN,@brandonbardsley7541,4,2025-02-16 04:44:38+00:00,UCo2oAhVf7WM7RshpY9ejRaA,0
This feels more like a clash of clans movie honestly,@prithmusic,1741,2025-02-16 04:56:38+00:00,UCrHHj-vNWL1lJk5t_utU90Q,13
If Mice on Venus doesn't play during the credits there will be a riot.,@ChemicalXofficial,0,2025-02-16 07:39:00+00:00,UCrYl7UNjSfl0MtnsfcW3mrg,0
I HAVE BEEN WAITING FOR SO LONG FOR THIS MOMENT TO COME OMG THE MOVIE IS FINALLY HERE!,@KyleBlocs-m4z,0,2025-02-16 08:26:41+00:00,UChenfiFsmU9t-mPB_m9fnvQ,0
"Boycott the Minecraft movie!!!, Warner bros are copyright claiming Minecraft’s OST when they don’t even own it. Which is straight up illegal.",@Imnot_abot,11,2025-02-16 08:26:55+00:00,UCZnia-AvRCYDqPin2n2A3Pg,0
I DREAMED OF MAKING A MINECRAFT MOVIE BUT ACTUALKY IN THE ACTUAL THEATERS!? TY!,@KyleBlocs-m4z,0,2025-02-16 08:27:11+00:00,UChenfiFsmU9t-mPB_m9fnvQ,0
Not warner copyright striking minecraft creators for music warner doesn't own. shady company. pirate 🏴‍☠️🏴‍☠️,@Storygospel533,3,2025-02-16 09:31:37+00:00,UCXTUr_pjoL-H1TWaBe7xNrw,0
Si ponen a vegeta 777 y a willi rex los sines ganarian diamantes,@SofíaRomero-d5d,0,2025-02-16 18:51:29+00:00,UCNs_qwOE5GecjgXr9BtSiUA,0
I am so disappointed. This is not how Steve looks like. I am gonna faint,@Hamzapro523,1,2025-02-16 19:31:23+00:00,UC2wd5p4ozmiKVtr9ZErpVrw,2
This trailer is before captain America: Brave new world and Moana 2,@Gambitalmighty,0,2025-02-16 20:52:30+00:00,UC9_D18pcfg2MB_ceLAJqjiw,0
At least the cgi looks better than the cgi in Snow White,@JaneSlabaugh,0,2025-02-16 22:28:05+00:00,UC6YIiyNZXhMG7-dXkcL6enQ,0
As a child I yearned for my turn on the xbox🗿💀,@GeorgeFarron,1,2025-02-16 22:54:29+00:00,UCdqkSo8yts5Wbkp6FtzxMIA,0
